part_id,date,shift,machine,fixture,operator_id,hole_pos_dev_mm,result,rework_min
B00096,2026-03-05,Day,M2,F3,OP-13,0.01,pass,
B00097,2026-03-05,Day,M2,F3,OP-12,0.23,pass,
B00098,2026-03-05,Day,M2,F3,OP-13,0.28,fail,20
B00099,2026-03-05,Day,M2,F4,OP-11,0.04,pass,
B00100,2026-03-05,Day,M1,F1,OP-12,-0.11,pass,
B00101,2026-03-05,Swing,M1,F1,OP-22,0.05,pass,
B00102,2026-03-05,Swing,M2,F4,OP-23,0.23,pass,
B00103,2026-03-05,Swing,M2,F4,OP-21,-0.0,pass,
B00104,2026-03-05,Swing,M2,F4,OP-21,0.0,pass,
B00105,2026-03-05,Swing,M1,F1,OP-23,-0.09,pass,
B00106,2026-03-05,Swing,M1,F1,OP-23,-0.06,pass,
B00107,2026-03-05,Swing,M1,F2,OP-21,-0.11,pass,
B00108,2026-03-05,Swing,M2,F3,OP-21,0.08,pass,
B00109,2026-03-05,Swing,M1,F1,OP-21,0.1,pass,
B00110,2026-03-05,Swing,M2,F3,OP-22,0.13,pass,
B00111,2026-03-05,Night,M1,F1,OP-31,-0.18,pass,
B00112,2026-03-05,Night,M2,F3,OP-31,-0.15,pass,
B00113,2026-03-05,Night,M1,F1,OP-33,0.21,pass,
B00114,2026-03-05,Night,M1,F1,OP-31,-0.11,pass,
B00115,2026-03-05,Night,M2,F4,OP-31,0.04,pass,
B00116,2026-03-05,Night,M2,F4,OP-32,0.05,pass,
B00117,2026-03-05,Night,M1,F2,OP-33,-0.04,pass,
B00118,2026-03-05,Night,M2,F4,OP-33,-0.08,pass,
B00119,2026-03-05,Night,M2,F3,OP-32,0.37,fail,7
B00120,2026-03-05,Night,M1,F1,OP-31,-0.15,pass,
B00121,2026-03-06,Day,M2,F4,OP-13,-0.03,pass,
B00122,2026-03-06,Day,M2,F4,OP-11,-0.06,pass,
B00123,2026-03-06,Day,M1,F2,OP-13,-0.22,pass,
B00124,2026-03-06,Day,M1,F1,OP-12,-0.08,pass,
B00125,2026-03-06,Day,M2,F3,OP-12,0.12,pass,
B00126,2026-03-06,Day,M1,F2,OP-12,0.19,pass,
B00127,2026-03-06,Day,M2,F4,OP-12,0.09,pass,
B00128,2026-03-06,Day,M2,F3,OP-11,0.24,pass,
B00129,2026-03-06,Day,M2,F4,OP-11,0.04,pass,
B00130,2026-03-06,Day,M2,F3,OP-13,0.22,pass,
B00131,2026-03-06,Swing,M2,F3,OP-22,0.05,pass,
B00132,2026-03-06,Swing,M2,F4,OP-23,-0.02,pass,
B00133,2026-03-06,Swing,M1,F1,OP-21,0.05,pass,
B00134,2026-03-06,Swing,M2,F3,OP-23,0.1,pass,
B00135,2026-03-06,Swing,M2,F4,OP-21,-0.02,pass,
B00136,2026-03-06,Swing,M2,F4,OP-23,0.17,pass,
B00137,2026-03-06,Swing,M1,F1,OP-21,0.17,pass,
B00138,2026-03-06,Swing,M1,F2,OP-22,-0.04,pass,
B00139,2026-03-06,Swing,M2,F3,OP-22,0.17,pass,
B00140,2026-03-06,Swing,M2,F3,OP-22,0.28,fail,25
B00141,2026-03-06,Night,M1,F2,OP-32,0.35,fail,15
B00142,2026-03-06,Night,M1,F1,OP-32,0.22,pass,
B00143,2026-03-06,Night,M1,F2,OP-33,-0.08,pass,
B00144,2026-03-06,Night,M1,F2,OP-32,-0.09,pass,
B00145,2026-03-06,Night,M1,F1,OP-33,-0.07,pass,
B00146,2026-03-06,Night,M2,F3,OP-31,0.05,pass,
B00147,2026-03-06,Night,M1,F2,OP-33,0.16,pass,
B00148,2026-03-06,Night,M2,F4,OP-32,0.13,pass,
B00149,2026-03-06,Night,M2,F4,OP-32,-0.08,pass,
B00150,2026-03-06,Night,M2,F3,OP-33,0.06,pass,
B00151,2026-03-09,Day,M2,F4,OP-11,-0.2,pass,
B00152,2026-03-09,Day,M2,F3,OP-11,0.13,pass,
B00153,2026-03-09,Day,M2,F4,OP-13,-0.18,pass,
B00154,2026-03-09,Day,M2,F3,OP-13,0.15,pass,
B00155,2026-03-09,Day,M1,F2,OP-12,-0.01,pass,
B00156,2026-03-09,Day,M1,F1,OP-13,0.19,pass,
B00157,2026-03-09,Day,M2,F4,OP-11,-0.26,fail,16
B00158,2026-03-09,Day,M2,F4,OP-12,0.02,pass,
B00159,2026-03-09,Day,M2,F4,OP-13,-0.17,pass,
B00160,2026-03-09,Day,M1,F2,OP-11,-0.07,pass,
B00161,2026-03-09,Swing,M2,F4,OP-22,-0.02,pass,
B00162,2026-03-09,Swing,M1,F1,OP-22,-0.1,pass,
B00163,2026-03-09,Swing,M1,F2,OP-22,-0.11,pass,
B00164,2026-03-09,Swing,M2,F3,OP-22,0.38,fail,14
B00165,2026-03-09,Swing,M1,F1,OP-22,0.02,pass,
B00166,2026-03-09,Swing,M1,F1,OP-21,-0.01,pass,
B00167,2026-03-09,Swing,M1,F2,OP-23,-0.03,pass,
B00168,2026-03-09,Swing,M2,F3,OP-23,,pass,
B00169,2026-03-09,Swing,M2,F4,OP-22,-0.15,pass,
B00170,2026-03-09,Swing,M2,F3,OP-22,-0.16,pass,
B00171,2026-03-09,Night,M1,F2,OP-33,0.1,pass,
B00172,2026-03-09,Night,M1,F2,OP-33,0.19,pass,
B00173,2026-03-09,Night,M2,F4,OP-32,-0.22,pass,
B00174,2026-03-09,Night,M1,F1,OP-33,-0.15,pass,
B00175,2026-03-09,Night,M2,F4,OP-33,-0.36,fail,20
B00176,2026-03-09,Night,M2,F4,OP-31,0.12,pass,
B00177,2026-03-09,Night,M1,F2,OP-32,0.04,pass,
B00178,2026-03-09,Night,M2,F3,OP-33,-0.02,pass,
B00179,2026-03-09,Night,M1,F1,OP-31,0.17,pass,
B00180,2026-03-09,Night,M2,F3,OP-33,0.13,pass,
B00181,2026-03-10,Day,M1,F2,OP-13,-0.03,pass,
B00182,2026-03-10,Day,M1,F1,OP-11,-0.03,pass,
B00183,2026-03-10,Day,M2,F4,OP-13,0.12,pass,
B00184,2026-03-10,Day,M1,F2,OP-13,0.0,pass,
B00185,2026-03-10,Day,M1,F2,OP-12,-0.0,pass,
B00186,2026-03-10,Day,M1,F1,OP-12,0.01,pass,
B00187,2026-03-10,Day,M1,F2,OP-12,-0.23,pass,
B00188,2026-03-10,Day,M1,F1,OP-12,-0.04,pass,
B00189,2026-03-10,Day,M1,F2,OP-11,-0.02,pass,
B00190,2026-03-10,Day,M2,F3,OP-12,0.1,pass,
B00191,2026-03-10,Swing,M2,F3,OP-23,-0.02,pass,
B00192,2026-03-10,Swing,M2,F4,OP-22,0.02,pass,
B00193,2026-03-10,Swing,M2,F4,OP-21,-0.13,pass,
B00194,2026-03-10,Swing,M1,F1,OP-22,0.0,pass,
B00195,2026-03-10,Swing,M2,F3,OP-22,0.19,pass,
B00196,2026-03-10,Swing,M1,F1,OP-22,-0.01,pass,
B00197,2026-03-10,Swing,M2,F4,OP-22,-0.05,pass,
B00198,2026-03-10,Swing,M1,F1,OP-23,0.16,pass,
B00199,2026-03-10,Swing,M1,F2,OP-23,-0.01,pass,
B00200,2026-03-10,Swing,M2,F3,OP-22,0.16,pass,
B00201,2026-03-10,Night,M1,F1,OP-32,0.11,pass,
B00202,2026-03-10,Night,M1,F2,OP-33,0.15,pass,
B00203,2026-03-10,Night,M2,F4,OP-32,-0.12,pass,
B00204,2026-03-10,Night,M1,F1,OP-31,0.14,pass,
B00205,2026-03-10,Night,M2,F4,OP-31,0.15,pass,
B00206,2026-03-10,Night,M1,F2,OP-33,0.07,pass,
B00207,2026-03-10,Night,M2,F4,OP-31,-0.22,pass,
B00208,2026-03-10,Night,M2,F3,OP-32,-0.0,pass,
B00209,2026-03-10,Night,M1,F2,OP-31,0.07,pass,
B00210,2026-03-10,Night,M2,F3,OP-31,0.3,fail,24
B00211,2026-03-11,Day,M2,F4,OP-13,0.06,pass,
B00212,2026-03-11,Day,M1,F1,OP-11,-0.16,pass,
B00213,2026-03-11,Day,M2,F4,OP-12,-0.12,pass,
B00214,2026-03-11,Day,M1,F1,OP-12,-0.03,pass,
B00215,2026-03-11,Day,M1,F2,OP-13,0.13,pass,
B00216,2026-03-11,Day,M1,F2,OP-12,0.05,pass,
B00217,2026-03-11,Day,M1,F1,OP-13,-0.14,pass,
B00218,2026-03-11,Day,M2,F3,OP-11,0.39,fail,10
B00219,2026-03-11,Day,M2,F4,OP-11,0.04,pass,
B00220,2026-03-11,Day,M2,F4,OP-11,-0.04,pass,
B00221,2026-03-11,Swing,M2,F3,OP-22,0.07,pass,
B00222,2026-03-11,Swing,M1,F2,OP-21,-0.12,pass,
B00223,2026-03-11,Swing,M2,F3,OP-21,0.08,pass,
B00224,2026-03-11,Swing,M2,F3,OP-21,0.15,pass,
B00225,2026-03-11,Swing,M2,F4,OP-23,,pass,
B00226,2026-03-11,Swing,M2,F4,OP-23,-0.01,pass,
B00227,2026-03-11,Swing,M2,F4,OP-23,-0.13,pass,
B00228,2026-03-11,Swing,M1,F2,OP-22,-0.06,pass,
B00229,2026-03-11,Swing,M1,F1,OP-23,-0.1,pass,
B00230,2026-03-11,Swing,M2,F4,OP-23,0.09,pass,
B00231,2026-03-11,Night,M1,F2,OP-32,-0.14,pass,
B00232,2026-03-11,Night,M2,F3,OP-33,-0.13,pass,
B00233,2026-03-11,Night,M2,F3,OP-32,0.13,pass,
B00234,2026-03-11,Night,M1,F2,OP-33,-0.27,fail,23
B00235,2026-03-11,Night,M1,F2,OP-33,0.0,pass,
B00236,2026-03-11,Night,M1,F2,OP-32,0.13,pass,
B00237,2026-03-11,Night,M2,F4,OP-33,0.0,pass,
B00238,2026-03-11,Night,M1,F1,OP-31,-0.05,pass,
B00239,2026-03-11,Night,M1,F1,OP-32,-0.24,pass,
B00240,2026-03-11,Night,M2,F3,OP-33,0.11,pass,
B00241,2026-03-12,Day,M2,F4,OP-11,-0.13,pass,
B00242,2026-03-12,Day,M1,F2,OP-13,-0.02,pass,
B00243,2026-03-12,Day,M2,F3,OP-12,0.12,pass,
B00244,2026-03-12,Day,M1,F2,OP-13,0.08,pass,
B00245,2026-03-12,Day,M1,F2,OP-13,0.13,pass,
B00246,2026-03-12,Day,M2,F3,OP-11,0.23,pass,
B00247,2026-03-12,Day,M2,F4,OP-13,0.04,pass,
B00248,2026-03-12,Day,M1,F2,OP-13,-0.0,pass,
B00249,2026-03-12,Day,M2,F4,OP-13,0.04,pass,
B00250,2026-03-12,Day,M1,F2,OP-11,-0.15,pass,
B00251,2026-03-12,Swing,M1,F1,OP-23,0.07,pass,
B00252,2026-03-12,Swing,M2,F4,OP-22,-0.13,pass,
B00253,2026-03-12,Swing,M2,F4,OP-23,-0.14,pass,
B00254,2026-03-12,Swing,M1,F2,OP-21,0.11,pass,
B00255,2026-03-12,Swing,M1,F2,OP-22,0.08,pass,
B00256,2026-03-12,Swing,M1,F2,OP-22,-0.06,pass,
B00257,2026-03-12,Swing,M2,F3,OP-23,0.03,pass,
B00258,2026-03-12,Swing,M1,F1,OP-23,0.04,pass,
B00259,2026-03-12,Swing,M1,F1,OP-21,-0.09,pass,
B00260,2026-03-12,Swing,M1,F1,OP-23,0.12,pass,
B00261,2026-03-12,Night,M2,F4,OP-31,-0.01,pass,
B00262,2026-03-12,Night,M1,F1,OP-32,0.12,pass,
B00263,2026-03-12,Night,M2,F4,OP-31,0.04,pass,
B00264,2026-03-12,Night,M1,F2,OP-33,-0.22,pass,
B00265,2026-03-12,Night,M2,F3,OP-32,0.24,pass,
B00266,2026-03-12,Night,M2,F3,OP-33,-0.01,pass,
B00267,2026-03-12,Night,M2,F3,OP-32,0.05,pass,
B00268,2026-03-12,Night,M2,F4,OP-31,-0.13,pass,
B00269,2026-03-12,Night,M1,F1,OP-33,-0.03,pass,
B00270,2026-03-12,Night,M2,F4,OP-31,-0.1,pass,
B00271,2026-03-13,Day,M1,F1,OP-11,-0.04,pass,
B00272,2026-03-13,Day,M2,F3,OP-11,0.17,pass,
B00273,2026-03-13,Day,M1,F1,OP-13,-0.04,pass,
B00274,2026-03-13,Day,M1,F1,OP-12,-0.07,pass,
B00275,2026-03-13,Day,M1,F1,OP-12,-0.0,pass,
B00276,2026-03-13,Day,M2,F3,OP-12,-0.0,pass,
B00277,2026-03-13,Day,M1,F2,OP-13,-0.08,pass,
B00278,2026-03-13,Day,M1,F1,OP-12,0.01,pass,
B00279,2026-03-13,Day,M2,F3,OP-12,0.12,pass,
B00280,2026-03-13,Day,M1,F2,OP-11,-0.17,pass,
B00281,2026-03-13,Swing,M2,F4,OP-22,-0.06,pass,
B00282,2026-03-13,Swing,M1,F1,OP-22,-0.03,pass,
B00283,2026-03-13,Swing,M1,F1,OP-22,0.07,pass,
B00284,2026-03-13,Swing,M1,F2,OP-22,-0.0,pass,
B00285,2026-03-13,Swing,M1,F2,OP-21,0.02,pass,
B00286,2026-03-13,Swing,M1,F2,OP-22,-0.03,pass,
B00287,2026-03-13,Swing,M2,F3,OP-22,0.04,pass,
B00288,2026-03-13,Swing,M1,F2,OP-22,0.06,pass,
B00289,2026-03-13,Swing,M2,F4,OP-22,-0.1,pass,
B00290,2026-03-13,Swing,M1,F2,OP-23,-0.02,pass,
B00291,2026-03-13,Night,M1,F2,OP-31,0.33,fail,17
B00292,2026-03-13,Night,M2,F4,OP-32,-0.23,pass,
B00293,2026-03-13,Night,M2,F3,OP-31,0.19,pass,
B00294,2026-03-13,Night,M1,F2,OP-32,0.32,fail,14
B00295,2026-03-13,Night,M2,F4,OP-33,-0.06,pass,
B00296,2026-03-13,Night,M1,F2,OP-33,0.03,pass,
B00297,2026-03-13,Night,M2,F3,OP-31,0.28,fail,14
B00298,2026-03-13,Night,M1,F2,OP-32,0.32,fail,19
B00299,2026-03-13,Night,M2,F4,OP-31,0.07,pass,
B00300,2026-03-13,Night,M1,F1,OP-32,0.1,pass,
B00301,2026-03-16,Day,M1,F2,OP-11,0.04,pass,
B00302,2026-03-16,Day,M2,F3,OP-11,0.01,pass,
B00303,2026-03-16,Day,M1,F2,OP-12,-0.01,pass,
B00304,2026-03-16,Day,M2,F4,OP-12,-0.05,pass,
B00305,2026-03-16,Day,M2,F4,OP-11,0.02,pass,
B00306,2026-03-16,Day,M1,F2,OP-11,-0.05,pass,
B00307,2026-03-16,Day,M1,F1,OP-12,-0.02,pass,
B00308,2026-03-16,Day,M1,F1,OP-11,0.06,pass,
B00309,2026-03-16,Day,M2,F3,OP-12,0.11,pass,
B00310,2026-03-16,Day,M2,F3,OP-13,0.23,pass,
B00311,2026-03-16,Swing,M2,F3,OP-21,0.04,pass,
B00312,2026-03-16,Swing,M2,F3,OP-22,0.24,pass,
B00313,2026-03-16,Swing,M1,F2,OP-23,0.12,pass,
B00314,2026-03-16,Swing,M1,F1,OP-23,-0.03,pass,
B00315,2026-03-16,Swing,M1,F2,OP-23,-0.03,pass,
B00316,2026-03-16,Swing,M2,F3,OP-22,0.08,pass,
B00317,2026-03-16,Swing,M2,F4,OP-22,0.08,pass,
B00318,2026-03-16,Swing,M2,F4,OP-22,-0.11,pass,
B00319,2026-03-16,Swing,M1,F2,OP-21,-0.0,pass,
B00320,2026-03-16,Swing,M1,F2,OP-22,-0.06,pass,
B00321,2026-03-16,Night,M2,F4,OP-32,-0.07,pass,
B00322,2026-03-16,Night,M2,F3,OP-31,-0.19,pass,
B00323,2026-03-16,Night,M1,F2,OP-33,0.16,pass,
B00324,2026-03-16,Night,M1,F2,OP-32,0.19,pass,
B00325,2026-03-16,Night,M2,F4,OP-32,0.11,pass,
B00326,2026-03-16,Night,M1,F1,OP-32,0.21,pass,
B00327,2026-03-16,Night,M1,F1,OP-33,0.12,pass,
B00328,2026-03-16,Night,M1,F1,OP-32,0.01,pass,
B00329,2026-03-16,Night,M1,F1,OP-31,0.05,pass,
B00330,2026-03-16,Night,M2,F3,OP-33,-0.12,pass,
B00331,2026-03-17,Day,M1,F1,OP-13,-0.06,pass,
B00332,2026-03-17,Day,M2,F3,OP-13,0.18,pass,
B00333,2026-03-17,Day,M1,F1,OP-11,-0.0,pass,
B00334,2026-03-17,Day,M1,F2,OP-13,0.03,pass,
B00335,2026-03-17,Day,M2,F3,OP-12,0.15,pass,
B00336,2026-03-17,Day,M1,F1,OP-13,0.08,pass,
B00337,2026-03-17,Day,M2,F3,OP-11,0.15,pass,
B00338,2026-03-17,Day,M2,F4,OP-11,0.07,pass,
B00339,2026-03-17,Day,M1,F2,OP-13,0.15,pass,
B00340,2026-03-17,Day,M2,F4,OP-11,-0.19,pass,
B00341,2026-03-17,Swing,M1,F1,OP-21,-0.2,pass,
B00342,2026-03-17,Swing,M2,F3,OP-22,0.29,fail,23
B00343,2026-03-17,Swing,M1,F1,OP-23,-0.08,pass,
B00344,2026-03-17,Swing,M1,F2,OP-22,0.01,pass,
B00345,2026-03-17,Swing,M2,F4,OP-23,0.0,pass,
B00346,2026-03-17,Swing,M1,F1,OP-21,-0.27,fail,11
B00347,2026-03-17,Swing,M2,F3,OP-23,0.19,pass,
B00348,2026-03-17,Swing,M2,F4,OP-22,0.03,pass,
B00349,2026-03-17,Swing,M1,F2,OP-21,0.01,pass,
B00350,2026-03-17,Swing,M1,F2,OP-23,0.06,pass,
B00351,2026-03-17,Night,M2,F3,OP-32,0.32,fail,22
B00352,2026-03-17,Night,M2,F3,OP-32,-0.17,pass,
B00353,2026-03-17,Night,M2,F3,OP-31,-0.02,pass,
B00354,2026-03-17,Night,M2,F4,OP-32,-0.15,pass,
B00355,2026-03-17,Night,M2,F3,OP-32,0.05,pass,
B00356,2026-03-17,Night,M1,F2,OP-31,-0.11,pass,
B00357,2026-03-17,Night,M1,F1,OP-33,0.29,fail,16
B00358,2026-03-17,Night,M2,F3,OP-31,0.13,pass,
B00359,2026-03-17,Night,M2,F4,OP-33,0.27,fail,17
B00360,2026-03-17,Night,M2,F3,OP-32,0.12,pass,
B00361,2026-03-18,Day,M1,F1,OP-12,-0.05,pass,
B00362,2026-03-18,Day,M2,F4,OP-11,-0.0,pass,
B00363,2026-03-18,Day,M2,F3,OP-12,0.29,fail,19
B00364,2026-03-18,Day,M1,F1,OP-13,0.05,pass,
B00365,2026-03-18,Day,M2,F3,OP-13,-0.01,pass,
B00366,2026-03-18,Day,M1,F2,OP-11,-0.07,pass,
B00367,2026-03-18,Day,M1,F1,OP-12,0.08,pass,
B00368,2026-03-18,Day,M2,F4,OP-11,-0.1,pass,
B00369,2026-03-18,Day,M2,F4,OP-13,-0.21,pass,
B00370,2026-03-18,Day,M1,F2,OP-11,-0.05,pass,
B00371,2026-03-18,Swing,M2,F4,OP-22,0.16,pass,
B00372,2026-03-18,Swing,M2,F4,OP-23,-0.16,pass,
B00373,2026-03-18,Swing,M2,F3,OP-23,0.38,fail,18
B00374,2026-03-18,Swing,M2,F4,OP-22,0.03,pass,
B00375,2026-03-18,Swing,M1,F1,OP-21,0.06,pass,
B00376,2026-03-18,Swing,M2,F4,OP-21,-0.17,pass,
B00377,2026-03-18,Swing,M1,F2,OP-23,-0.05,pass,
B00378,2026-03-18,Swing,M1,F2,OP-23,-0.12,pass,
B00379,2026-03-18,Swing,M1,F1,OP-21,-0.15,pass,
B00380,2026-03-18,Swing,M1,F2,OP-21,0.06,pass,
B00381,2026-03-18,Night,M2,F3,OP-33,-0.13,pass,
B00382,2026-03-18,Night,M1,F2,OP-31,0.08,pass,
B00383,2026-03-18,Night,M2,F4,OP-32,-0.13,pass,
B00384,2026-03-18,Night,M1,F2,OP-32,0.28,fail,35
B00385,2026-03-18,Night,M1,F2,OP-31,-0.16,pass,
B00386,2026-03-18,Night,M1,F1,OP-32,0.23,pass,
B00387,2026-03-18,Night,M1,F1,OP-33,-0.1,pass,
B00388,2026-03-18,Night,M2,F3,OP-31,0.16,pass,
B00389,2026-03-18,Night,M1,F1,OP-33,-0.27,fail,14
B00390,2026-03-18,Night,M2,F3,OP-31,0.28,fail,26
B00391,2026-03-19,Day,M1,F2,OP-13,0.11,pass,
B00392,2026-03-19,Day,M2,F4,OP-11,-0.03,pass,
B00393,2026-03-19,Day,M2,F4,OP-12,0.02,pass,
B00394,2026-03-19,Day,M1,F1,OP-13,-0.0,pass,
B00395,2026-03-19,Day,M1,F2,OP-13,-0.06,pass,
B00396,2026-03-19,Day,M2,F3,OP-13,0.08,pass,
B00397,2026-03-19,Day,M2,F3,OP-11,0.11,pass,
B00398,2026-03-19,Day,M1,F2,OP-13,-0.14,pass,
B00399,2026-03-19,Day,M1,F1,OP-13,-0.08,pass,
B00400,2026-03-19,Day,M2,F4,OP-12,0.03,pass,
B00401,2026-03-19,Swing,M2,F3,OP-21,0.03,pass,
B00402,2026-03-19,Swing,M1,F2,OP-21,-0.04,pass,
B00403,2026-03-19,Swing,M2,F3,OP-22,0.11,pass,
B00404,2026-03-19,Swing,M2,F3,OP-21,0.08,pass,
B00405,2026-03-19,Swing,M2,F4,OP-22,-0.12,pass,
B00406,2026-03-19,Swing,M2,F4,OP-22,-0.17,pass,
B00407,2026-03-19,Swing,M1,F1,OP-23,-0.07,pass,
B00408,2026-03-19,Swing,M2,F3,OP-22,0.09,pass,
B00409,2026-03-19,Swing,M1,F2,OP-22,0.01,pass,
B00410,2026-03-19,Swing,M2,F3,OP-23,0.21,pass,
B00411,2026-03-19,Night,M2,F4,OP-32,-0.27,fail,13
